name,code,market,subsector,purity,business_one_liner,main_business_eastmoney,entry_categories,entry_reason,market_cap_tencent_yi,market_cap_eastmoney_yi,market_cap_diff_pct,market_cap_crosscheck,market_cap_calculated_yi,market_cap_formula_diff_pct,price,quote_time,avg_turnover_30d_yi,return_30d_pct,return_90d_pct,rank_a_turnover_30d,rank_b_return_30d,rank_b_return_90d,rank_c_market_cap,trading_sessions_30d,source_business_url,source_quote_eastmoney_url,source_quote_tencent_url,day_change_pct,day_turnover_yi,eastmoney_industry,eastmoney_price,float_market_cap_tencent_yi,history_last_date,official_name,pb,pe_dynamic,purity_note,selected_layer1,top_a_turnover_30d,top_b_return_30d,top_b_return_90d,top_c_market_cap,total_shares_eastmoney,turnover_rate_pct
应流股份,603308,A股-SH,核电-核心部件,中,核电/航空高端铸件与零部件,"专用设备高端零部件的研发、生产、销售,产品应用于石油天然气、清洁高效发电、工程和矿山机械及其他高端装备领域。",A,30日均成交额第18，12.00亿元/日,299.46,299.461371489,0.00045798737728156903,一致,299.461371489,0.00045798737728156903,44.1,20260724161435,12.003372954545455,-33.6542801263728,-46.34383744981141,18,150,156,35,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SH603308,https://quote.eastmoney.com/sh603308.html,https://qt.gtimg.cn/q=sh603308,-2.67,6.8267,机械设备-通用设备-基础件,44.1,299.46,2026-07-24,应流股份,6.02,79.48,,True,True,False,False,False,679050729.0,2.25
福能股份,600483,A股-SH,海上风电/核电权益,中,风电、热电并持有核电权益,电力、热力生产和供应,B,90日涨幅第3（8.42%）,297.2,297.1976725021,0.0007831419582813179,一致,297.1976725021,0.0007831419582813179,10.69,20260724161451,2.8617847272727275,-7.365684575389948,8.417849898580121,76,43,3,37,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SH600483,https://quote.eastmoney.com/sh600483.html,https://qt.gtimg.cn/q=sh600483,-2.73,1.3716,公用事业-电力-火电,10.69,297.2,2026-07-24,福能股份,1.11,10.41,,True,False,False,True,False,2780146609.0,0.46
大金重工,002487,A股-SZ,海上风电-基础,高,海上风电单桩、塔筒与海工交付,"风电装备产品的生产和销售,新能源投资开发、建设和运营业务",A,30日均成交额第22，10.88亿元/日,282.64,282.63878573309995,0.0004296160840770785,一致,282.6387857331,0.00042961608405696686,38.19,20260724161442,10.882940681818182,-34.381443298969074,-56.925332731784344,22,151,166,38,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ002487,https://quote.eastmoney.com/sz002487.html,https://qt.gtimg.cn/q=sz002487,-3.44,17.4822,机械设备-金属制品-金属制品,38.19,240.95,2026-07-24,大金重工,3.27,21.63,,True,True,False,False,False,740085849.0,6.99
锦浪科技,300763,A股-SZ,风光-逆变器,高,光伏并网逆变器及储能逆变器,从事组串式逆变器的研发、生产、销售和服务,A,30日均成交额第24，10.57亿元/日,253.53,253.52539992119998,0.0018144120222554417,一致,253.5253999212,0.001814412022244231,63.69,20260724161433,10.568358727272727,-27.657882780554292,-37.251231527093594,24,136,128,39,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ300763,https://quote.eastmoney.com/sz300763.html,https://qt.gtimg.cn/q=sz300763,2.41,14.4037,电气设备-输变电设备-其他输变电设备,63.69,204.82,2026-07-24,锦浪科技,2.83,41.58,,True,True,False,False,False,398061548.0,6.91
明阳智能,601615,A股-SH,海上风电-整机,高,大型风机整机与新能源电站,(一)风电机组制造业务(二)新能源电站发电与售电业务(三)新能源电站产品销售业务(四)其他业务,A,30日均成交额第28，8.23亿元/日,247.86,247.86003897760003,1.572565158289676e-05,一致,247.8600389776,1.5725651571429924e-05,10.96,20260724161438,8.23142340909091,-8.130762782900252,-32.30389129092032,28,47,92,40,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SH601615,https://quote.eastmoney.com/sh601615.html,https://qt.gtimg.cn/q=sh601615,-2.66,5.5152,电气设备-其他电气设备-其他电气设备,10.96,247.86,2026-07-24,明阳智能,0.95,64.8,,True,True,False,False,False,2261496706.0,2.2
浙富控股,002266,A股-SZ,核电-设备/环保,中,核电水工设备与危废资源化双主业,高碳减排的危废资源化业务和深度低碳的清洁能源装备业务,B,90日涨幅第8（-1.78%）,230.69,230.69179596840002,0.0007785202652986693,一致,230.6917959684,0.000778520265286349,4.42,20260724161403,6.963500590909091,-11.244979919678714,-1.7777777777777777,35,62,8,44,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ002266,https://quote.eastmoney.com/sz002266.html,https://qt.gtimg.cn/q=sz002266,-4.54,3.5264,公用事业-环保-环保,4.42,214.04,2026-07-24,浙富控股,1.87,15.92,,True,False,False,True,False,5219271402.0,1.63
节能风电,601016,A股-SH,风电-运营,高,风电项目开发运营,风力发电的项目开发、建设及运营。,A,30日均成交额第27，8.52亿元/日,226.44,226.4392596804,0.0003269385267613625,一致,226.4392596804,0.0003269385267613625,3.46,20260724161452,8.521547454545454,-4.683195592286501,-22.767857142857142,27,30,48,45,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SH601016,https://quote.eastmoney.com/sh601016.html,https://qt.gtimg.cn/q=sh601016,-7.98,9.0952,公用事业-电力-新能源发电,3.46,208.92,2026-07-24,节能风电,1.27,45.48,,True,True,False,False,False,6544487274.0,4.22
三一重能,688349,A股-SH,风电-整机,高,风电整机、叶片及电站建设运营,"风电机组的研发、制造与销售,风电场设计、建设、运营管理业务",B,30日涨幅第3（7.44%）,225.46,225.4570800825,0.0012950933646805423,一致,225.4570800825,0.0012950933646805423,14.15,20260724161455,1.8827419545454545,7.4411541381928625,-41.45635084815888,100,3,144,46,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SH688349,https://quote.eastmoney.com/sh688349.html,https://qt.gtimg.cn/q=sh688349,-3.28,1.1641,电气设备-电源设备-风能,14.15,221.62,2026-07-24,三一重能,1.62,20.82,,True,False,True,False,False,1593336255.0,0.52
捷佳伟创,300724,A股-SZ,光伏-加工设备,中,PECVD设备、扩散炉、制绒设备、刻蚀设备、清洗设备、自动化配套设备等太阳能电池片生产工艺流程中的主要设备的研发、制造和销售等,PECVD设备、扩散炉、制绒设备、刻蚀设备、清洗设备、自动化配套设备等太阳能电池片生产工艺流程中的主要设备的研发、制造和销售等,A,30日均成交额第26，8.56亿元/日,194.21,194.20762254559997,0.001224166829737516,一致,194.2076225456,0.0012241668297228814,55.76,20260724161430,8.55597009090909,-19.48014440433213,-37.906458797327396,26,114,132,54,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ300724,https://quote.eastmoney.com/sz300724.html,https://qt.gtimg.cn/q=sz300724,-2.76,4.0204,电气设备-电源设备-太阳能,55.76,160.43,2026-07-24,捷佳伟创,1.47,8.91,东方财富行业板块成分；纯度保守标中，需用2025年报分部收入量化,True,True,False,False,False,348292006.0,2.48
聚和材料,688503,A股-SH,光伏-辅材,中,新型电子浆料研发、生产和销售,新型电子浆料研发、生产和销售,A,30日均成交额第12，19.71亿元/日,157.93,157.9269520575,0.0019299325650719006,一致,157.9269520575,0.0019299325650719006,65.25,20260724161444,19.711973272727274,-32.3062558356676,-30.362860192102456,12,146,87,58,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SH688503,https://quote.eastmoney.com/sh688503.html,https://qt.gtimg.cn/q=sh688503,-2.92,5.7482,有色金属-金属非金属新材料-电池材料,65.25,157.93,2026-07-24,聚和材料,3.03,25.49,东方财富行业板块成分；纯度保守标中，需用2025年报分部收入量化,True,True,False,False,False,242033643.0,3.59
协鑫集成,002506,A股-SZ,光伏-电池组件,中,"太阳能光伏组件的生产与销售,以及太阳能发电系统集成业务","太阳能光伏组件的生产与销售,以及太阳能发电系统集成业务",A,30日均成交额第29，8.04亿元/日,139.24,139.2375309626,0.0017732242171821899,一致,139.2375309626,0.0017732242171821899,2.38,20260724161436,8.042268090909092,-21.192052980132452,-45.41284403669725,29,119,155,62,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ002506,https://quote.eastmoney.com/sz002506.html,https://qt.gtimg.cn/q=sz002506,-5.18,5.4686,电气设备-电源设备-太阳能,2.38,139.1,2026-07-24,协鑫集成,14.79,-12.06,东方财富行业板块成分；纯度保守标中，需用2025年报分部收入量化,True,True,False,False,False,5850316427.0,3.84
禾望电气,603063,A股-SH,风电-变流器,中,风电/光伏电能变换设备,新能源电控业务、工程传动业务、其他业务等,A,30日均成交额第21，11.40亿元/日,136.23,136.22603917900003,0.0029074513689820148,一致,136.226039179,0.002907451369002878,29.35,20260724161456,11.402823409090908,-41.47557328015952,-27.88697788697789,21,164,74,63,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SH603063,https://quote.eastmoney.com/sh603063.html,https://qt.gtimg.cn/q=sh603063,-2.36,4.9467,电气设备-输变电设备-电气自控设备,29.35,135.67,2026-07-24,禾望电气,2.56,28.57,,True,True,False,False,False,464143234.0,3.59
东方新能,002310,A股-SZ,光伏发电-运营,高,新能源电站运营与开发,"新能源电站开发、投资、建设及运营为核心的主业范围,并围绕此构建了全新的商业模式",B,30日涨幅第17（-1.35%）,131.39,131.3851543623,0.0036879805921200873,一致,131.3851543623,0.0036879805921200873,2.19,20260724161427,3.1828023181818184,-1.3513513513513513,-28.431372549019606,73,17,75,65,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ002310,https://quote.eastmoney.com/sz002310.html,https://qt.gtimg.cn/q=sz002310,-7.98,3.6447,公用事业-电力-新能源发电,2.19,96.34,2026-07-24,东方新能,5.48,-154.89,,True,False,True,False,False,5999322117.0,3.68
嘉泽新能,601619,A股-SH,风光发电-运营,高,风电、光伏项目开发运营,"可再生能源发电、售电及其配套服务的综合性新能源电力供应商,形成了新能源电力资产全生命周期运营、托管、交易的核心能力,并探索以绿电产业链联动发展模式,进一步提升并网装机规模和盈利能力。",B,30日涨幅第7（2.30%）,129.33,129.32998722000002,9.881697975417798e-06,一致,129.32998722,9.881697997393912e-06,4.44,20260724161446,2.078951909090909,2.304147465437788,-27.569331158238175,95,7,72,66,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SH601619,https://quote.eastmoney.com/sh601619.html,https://qt.gtimg.cn/q=sh601619,-4.31,2.8386,公用事业-电力-新能源发电,4.44,108.1,2026-07-24,嘉泽新能,1.64,21.34,,True,False,True,False,False,2912837550.0,2.59
立新能源,001258,A股-SZ,风光发电-运营,高,风电与光伏电站运营,风力发电、光伏发电项目的投资、开发、建设和运营,B,30日涨幅第1（80.72%）、90日涨幅第1（43.03%）,121.61,121.61333342019998,0.002741074089284834,一致,121.6133334202,0.00274107408929652,13.03,20260724161409,4.236824727272727,80.72122052704577,43.02963776070253,58,1,1,71,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ001258,https://quote.eastmoney.com/sz001258.html,https://qt.gtimg.cn/q=sz001258,7.6,27.1311,公用事业-电力-其他发电,13.03,121.61,2026-07-24,立新能源,4.02,120.67,,True,False,True,True,False,933333334.0,22.08
林洋能源,601222,A股-SH,光伏发电/智能电表,中,分布式光伏电站与智能电表双主业,主要从事智能电网、新能源、储能三个板块业务,B,30日涨幅第13（-0.36%）、90日涨幅第17（-9.62%）,113.08,113.0835966424,0.003180617615845435,一致,113.0835966424,0.003180617615845435,5.54,20260724161446,1.1499249545454546,-0.3597122302158273,-9.624796084828711,120,13,17,73,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SH601222,https://quote.eastmoney.com/sh601222.html,https://qt.gtimg.cn/q=sh601222,-1.77,1.3413,电气设备-输变电设备-电气仪表,5.54,113.08,2026-07-24,林洋能源,0.75,62.53,,True,False,True,True,False,2041220156.0,1.17
露笑科技,002617,A股-SZ,光伏发电-运营,低,业务多元，持有光伏电站资产,高空作业设备业务、光伏发电业务、漆包线业务、碳化硅业务,A,30日均成交额第13，18.92亿元/日,110.35,110.35025448340001,0.00023061477119467856,一致,110.3502544834,0.00023061477118180063,5.78,20260724161457,18.921219727272728,-38.70625662778367,-26.927939317319847,13,161,66,74,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ002617,https://quote.eastmoney.com/sz002617.html,https://qt.gtimg.cn/q=sz002617,-3.67,4.2609,电气设备-输变电设备-电线电缆,5.78,108.53,2026-07-24,露笑科技,1.71,59.69,,True,True,False,False,False,1909173953.0,3.88
飞沃科技,301232,A股-SZ,风电-紧固件,高,风电叶片紧固件,高强度紧固件研发、制造及为客户提供整体紧固系统解决方案,A,30日均成交额第19，11.76亿元/日,110.17,110.1660675675,0.003569422256519993,一致,110.1660675675,0.003569422256519993,104.79,20260724161436,11.759170636363637,-27.79576931027355,-50.54742803209061,19,137,162,75,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ301232,https://quote.eastmoney.com/sz301232.html,https://qt.gtimg.cn/q=sz301232,-3.82,2.7994,机械设备-金属制品-金属制品,104.79,65.43,2026-07-24,飞沃科技,7.78,245.0,,True,True,False,False,False,105130325.0,4.23
金刚光伏,300093,A股-SZ,光伏-电池组件,中,聚焦异质结电池片及组件主营业务,聚焦异质结电池片及组件主营业务,B,90日涨幅第20（-10.89%）,109.62,109.62,0.0,一致,109.62,0.0,20.3,20260724161412,2.827797,-17.479674796747968,-10.886742756804214,80,99,20,76,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ300093,https://quote.eastmoney.com/sz300093.html,https://qt.gtimg.cn/q=sz300093,-1.79,2.24,电子设备-电子元件-电子元件,20.3,46.89,2026-07-24,金刚光伏,5.63,41.26,东方财富行业板块成分；纯度保守标中，需用2025年报分部收入量化,True,False,False,True,False,540000000.0,4.88
道生天合,601026,A股-SH,风电-复材,高,风电叶片复合材料供应商,"致力于新材料的研发、生产和销售的国家级高新技术企业,公司产品围绕环氧树脂、聚氨酯、丙烯酸酯和有机硅等高性能热固性树脂材料,形成了风电叶片用材料、新型复合材料用树脂、新能源汽车及工业胶粘剂和高性能电工绝缘材料四大系列产品,主要为风电、新能源汽车、储能、氢能等新能源领域,以及航空、油气开采、电力、模具制造等领域的国内外客户提供系列化、差异化和精细化的新材料产品综合解决方案",B,30日涨幅第15（-0.68%）,96.54,96.53616,0.003977625854579393,一致,96.53616,0.003977625854579393,14.64,20260724161454,0.7476331363636364,-0.6784260515603799,-22.3342175066313,144,15,46,87,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SH601026,https://quote.eastmoney.com/sh601026.html,https://qt.gtimg.cn/q=sh601026,-4.94,1.1173,基础化工-化学新材料-化学新材料,14.64,16.26,2026-07-24,道生天合,3.88,47.68,,True,False,True,False,False,659400000.0,6.71
苏州固锝,002079,A股-SZ,光伏-辅材,中,"半导体领域:专注于功率半导体封测、器件和集成电路封装测试代工领域,在二极管制造方面具有世界一流水平;光伏领域:导电银浆","半导体领域:专注于功率半导体封测、器件和集成电路封装测试代工领域,在二极管制造方面具有世界一流水平;光伏领域:导电银浆",A,30日均成交额第30，7.89亿元/日,77.49,77.49391747189999,0.0050554547683519385,一致,77.4939174719,0.005055454768370278,8.53,20260724161454,7.8941595,-39.88724453840733,-20.131086142322097,30,163,40,104,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ002079,https://quote.eastmoney.com/sz002079.html,https://qt.gtimg.cn/q=sz002079,-3.07,2.7201,电气设备-电源设备-太阳能,8.53,69.17,2026-07-24,苏州固锝,1.91,63.45,东方财富行业板块成分；纯度保守标中，需用2025年报分部收入量化,True,True,False,False,False,908486723.0,3.88
川润股份,002272,A股-SZ,风电-液压润滑,中,风电液压润滑与锅炉部件,"高端装备制造业务,工业服务业务",A,30日均成交额第23，10.62亿元/日,73.31,73.31344776,0.004702987314145742,一致,73.31344776,0.004702987314145742,15.12,20260724161427,10.618719863636363,-34.827586206896555,-21.90082644628099,23,154,44,105,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ002272,https://quote.eastmoney.com/sz002272.html,https://qt.gtimg.cn/q=sz002272,-4.24,3.2895,机械设备-通用设备-其他通用机械,15.12,61.71,2026-07-24,川润股份,5.02,-263.65,,True,True,False,False,False,484877300.0,5.24
新能股份,000595,A股-SZ,风电-运营,中,"风力发电、光伏发电及储能电站的投资开发和运营管理,以及船舶电器的生产与销售","风力发电、光伏发电及储能电站的投资开发和运营管理,以及船舶电器的生产与销售",B,30日涨幅第6（3.41%）、90日涨幅第16（-9.54%）,69.12,69.1164414162,0.005148414062500423,一致,69.1164414162,0.005148414062500423,6.07,20260724161406,1.611923380952381,3.4071550255536627,-9.538002980625931,106,6,16,107,21,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ000595,https://quote.eastmoney.com/sz000595.html,https://qt.gtimg.cn/q=sz000595,9.96,7.27,公用事业-电力-其他发电,6.07,69.12,2026-07-24,新能股份,14.28,72.7,东方财富行业板块成分；纯度保守标中，需用2025年报分部收入量化,True,False,True,True,False,1138656366.0,10.58
拓日新能,002218,A股-SZ,光伏-组件/电站,高,光伏电池组件与电站业务,"主要包括光伏电站建设与运维以及生产销售光伏组件、光伏辅材等,属于清洁能源产业",B,30日涨幅第4（7.42%）,59.15,59.148606258,0.0023562840236646563,一致,59.148606258,0.0023562840236646563,4.2,20260724161409,1.8500008181818182,7.41687979539642,-19.694072657743785,101,4,36,116,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ002218,https://quote.eastmoney.com/sz002218.html,https://qt.gtimg.cn/q=sz002218,9.95,10.0682,电气设备-电源设备-太阳能,4.2,58.28,2026-07-24,拓日新能,1.51,-29.8,,True,False,True,False,False,1408300149.0,17.96
景业智能,688290,A股-SH,核电-机器人,高,核工业智能装备与机器人,主要从事特种机器人及智能装备的研发、生产及销售,B,90日涨幅第10（-3.76%）,53.58,53.5780670502,0.003607595744681732,一致,53.5780670502,0.003607595744681732,52.43,20260724161441,0.8719031818181818,-18.384184308841842,-3.762848751835536,132,107,10,119,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SH688290,https://quote.eastmoney.com/sh688290.html,https://qt.gtimg.cn/q=sh688290,-0.27,0.3846,机械设备-机器人-工业机器人,52.43,53.58,2026-07-24,景业智能,4.0,-185.71,,True,False,False,True,False,102189714.0,0.71
银星能源,000862,A股-SZ,风电-运营,高,宁夏风电与新能源运营,"从事新能源发电、新能源装备业务。其中:新能源发电包括风力发电、太阳能光伏发电以及分布式项目发电,新能源装备工程业务主要包括塔筒制造、齿轮箱维修、风电及煤炭检修等业务",B,30日涨幅第2（10.10%）,51.04,51.03828109759999,0.0033677554859080994,一致,51.0382810976,0.0033677554858941774,5.56,20260724161409,1.521644909090909,10.099009900990099,-16.012084592145015,109,2,28,124,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ000862,https://quote.eastmoney.com/sz000862.html,https://qt.gtimg.cn/q=sz000862,-6.08,5.4916,公用事业-电力-新能源发电,5.56,34.91,2026-07-24,银星能源,1.17,186.45,,True,False,True,False,False,917954696.0,15.07
通灵股份,301168,A股-SZ,光伏-电池组件,中,"太阳能光伏组件接线盒及其他配件等产品的研发、生产和销售,以及汽车内外饰件等汽车零部件产品的研发、生产和销售","太阳能光伏组件接线盒及其他配件等产品的研发、生产和销售,以及汽车内外饰件等汽车零部件产品的研发、生产和销售",B,90日涨幅第12（-5.11%）,47.42,47.424,0.00843525938422139,一致,47.424,0.00843525938422139,39.52,20260724161433,0.8961381363636364,-16.536430834213306,-5.114045618247299,129,93,12,126,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ301168,https://quote.eastmoney.com/sz301168.html,https://qt.gtimg.cn/q=sz301168,-0.15,0.4462,电气设备-其他电气设备-其他电气设备,39.52,37.67,2026-07-24,通灵股份,2.23,647.7,东方财富行业板块成分；纯度保守标中，需用2025年报分部收入量化,True,False,False,True,False,120000000.0,1.2
珠海港,000507,A股-SZ,风电-运营,中,"港口航运及其配套设施、物流供应链、能源环保、港城建设等项目投资及股权投资、玻璃纤维制品项目投资、饮料项目投资,化工原料及化工产品项目投资及社会经济咨询","港口航运及其配套设施、物流供应链、能源环保、港城建设等项目投资及股权投资、玻璃纤维制品项目投资、饮料项目投资,化工原料及化工产品项目投资及社会经济咨询",B,30日涨幅第18（-1.43%）、90日涨幅第15（-6.76%）,44.42,44.4231954285,0.007193670643853588,一致,44.4231954285,0.007193670643853588,4.83,20260724161439,0.624544,-1.4285714285714286,-6.756756756756757,148,18,15,131,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ000507,https://quote.eastmoney.com/sz000507.html,https://qt.gtimg.cn/q=sz000507,-1.43,0.3735,公用事业-电力-新能源发电,4.83,43.58,2026-07-24,珠海港,0.75,19.22,东方财富行业板块成分；纯度保守标中，需用2025年报分部收入量化,True,False,True,True,False,919734895.0,0.85
新筑股份,002480,A股-SZ,光伏发电-运营,中,新能源发电资产与轨交业务,"从事轨道交通和桥梁功能部件,光伏发电项目",B,30日涨幅第10（0.97%）,40.23,40.227521441,0.006160971911500111,一致,40.227521441,0.006160971911500111,5.23,20260724161448,0.49775854545454545,0.9652509652509652,-16.185897435897434,155,10,29,134,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ002480,https://quote.eastmoney.com/sz002480.html,https://qt.gtimg.cn/q=sz002480,-0.76,0.4532,交运设备-轨道交通设备-轨道交通设备,5.23,40.15,2026-07-24,新筑股份,4.99,-21.36,,True,False,True,False,False,769168670.0,1.12
珈伟新能,300317,A股-SZ,光伏-照明/电站,中,光伏照明、组件及电站业务,主要涵盖新能源发电相关业务以及光伏消费产品的研发、生产与销售,B,30日涨幅第11（-0.24%）,35.12,35.116969531500004,0.008628896640072133,一致,35.1169695315,0.008628896640092365,4.23,20260724161448,3.333987590909091,-0.2358490566037736,-11.506276150627615,70,11,21,138,22,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/Index?type=web&code=SZ300317,https://quote.eastmoney.com/sz300317.html,https://qt.gtimg.cn/q=sz300317,-8.04,5.5791,电气设备-电源设备-太阳能,4.23,35.06,2026-07-24,珈伟新能,2.47,-19.12,,True,False,True,False,False,830188405.0,15.65
